TransactionID,CustomerID,TransactionDate,TransactionType,Amount,ProductCategory,ProductSubcategory,BranchCity,BranchLat,BranchLong,Channel,Currency,CreditCardFees,InsuranceFees,LatePaymentAmount,CustomerScore,MonthlyIncome,CustomerSegment,RecommendedOffer,Amount_Cleaned,LatePayment_Cleaned,TotalFees,Fraud_Suspicion_Score,Is_High_Risk,LatePayment_Flag,Risk_Status,Risk_Level,Year,Month,MonthName,Quarter,YearMonth,DateKey,Income_Group,CreditScore_Group,IF_Anomaly_Flag,IF_Anomaly_Score,LOF_Anomaly_Flag,LOF_Anomaly_Score,Anomaly_Count,Early_Warning_Score,Early_Warning_Level
7673,2543,2024-09-27,Card Payment,5759.21269877248,Checking Account,Platinum,Madrid,40.4168,-3.7038,Mobile,EUR,0.0,0.0,0.0,309,1482.95,Low Income Segment,Financial Literacy Program Access,5759.21269877248,0.0,0.0,20,1,0,High Risk,High,2024,9,Sep,Q3,2024-09,20240927,Low Income,Very Low,0,-0.018282046630154203,0,1.0127171922676461,0,3,Medium
7674,1271,2024-10-30,Deposit,13417.77026611145,Mortgage,Platinum,Barcelona,41.3874,2.1686,Branch,EUR,0.0,0.0,0.0,655,3368.49,Middle Income Segment,Mid-tier Savings Booster,13417.77026611145,0.0,0.0,0,0,0,Normal,Normal,2024,10,Oct,Q4,2024-10,20241030,Middle Income,Medium,0,-0.04114808316784768,0,1.00559608072337,0,0,Low
7675,6295,2025-01-11,Loan Payment,3278.389643052507,Savings Account,Student,Zaragoza,41.6488,-0.8891,Online,EUR,0.0,0.0,189.05,566,1123.29,Low Income Segment,No-Fee Basic Account,3278.389643052507,186.53019999999998,0.0,30,0,1,Normal,Low,2025,1,Jan,Q1,2025-01,20250111,Low Income,Medium,1,0.0021086159962268036,0,1.0178587370284142,1,3,Medium
7676,5076,2023-06-28,Fee,10506.73851469829,Loan,Gold,Zaragoza,41.6488,-0.8891,Online,EUR,0.0,96.1,0.0,594,7308.89,High Income Segment,Premium Investment Services,10506.73851469829,0.0,96.1,20,0,0,Normal,Low,2023,6,Jun,Q2,2023-06,20230628,High Income,Medium,0,-0.005174776293000449,0,1.0185567152372423,0,0,Low
7677,6902,2024-06-14,Fee,14880.03242609767,Mortgage,Gold,Bilbao,43.263,-2.935,ATM,EUR,0.0,0.0,0.0,798,5759.09,Middle Income Segment,Mid-tier Savings Booster,14201.545555247121,0.0,0.0,30,0,0,Normal,Low,2024,6,Jun,Q2,2024-06,20240614,Middle Income,Good,0,-0.04144222775034345,0,1.0137818820128288,0,1,Low
7678,3709,2024-11-15,Withdrawal,2493.468001370243,Savings Account,Student,Seville,37.3891,-5.9845,Online,EUR,0.0,0.0,0.0,802,3023.29,Middle Income Segment,Mid-tier Savings Booster,2493.468001370243,0.0,0.0,0,0,0,Normal,Normal,2024,11,Nov,Q4,2024-11,20241115,Middle Income,Good,0,-0.05579441379513145,0,1.0295437727386583,0,0,Low
7679,6221,2024-08-31,Card Payment,9148.958651289586,Credit Card,Student,Seville,37.3891,-5.9845,Mobile,EUR,19.8,0.0,0.0,710,7599.74,High Income Segment,Exclusive Platinum Package,9148.958651289586,0.0,19.8,0,0,0,Normal,Normal,2024,8,Aug,Q3,2024-08,20240831,High Income,Good,0,-0.03115127596073175,0,1.013427178052193,0,0,Low
7680,9529,2024-10-02,Card Payment,2690.417484459716,Checking Account,Business,Bilbao,43.263,-2.935,Online,EUR,0.0,0.0,0.0,691,7064.74,High Income Segment,Premium Investment Services,2690.417484459716,0.0,0.0,0,0,0,Normal,Normal,2024,10,Oct,Q4,2024-10,20241002,High Income,Medium,0,-0.061030416815222865,0,0.99494442917713,0,0,Low
7681,7722,2023-05-31,Card Payment,7295.893320353765,Credit Card,Standard,Malaga,36.7213,-4.4214,Mobile,EUR,40.78,0.0,0.0,598,6642.3,Middle Income Segment,Gold Card with Travel Benefits,7295.893320353765,0.0,40.78,0,0,0,Normal,Normal,2023,5,May,Q2,2023-05,20230531,Middle Income,Medium,0,-0.03317969248552355,0,0.992546573190887,0,0,Low
7682,9201,2023-02-09,Withdrawal,7030.317952619643,Checking Account,Student,Seville,37.3891,-5.9845,Branch,EUR,0.0,0.0,0.0,671,1477.82,Low Income Segment,Financial Literacy Program Access,7030.317952619643,0.0,0.0,0,0,0,Normal,Normal,2023,2,Feb,Q1,2023-02,20230209,Low Income,Medium,0,-0.03208828258620977,0,1.008015860660102,0,0,Low
7683,5144,2024-04-07,Card Payment,6473.343297422134,Loan,Business,Valencia,39.4699,-0.3763,ATM,EUR,0.0,12.51,0.0,712,5428.41,Middle Income Segment,Personal Loan Cashback Offer,6473.343297422134,0.0,12.51,0,0,0,Normal,Normal,2024,4,Apr,Q2,2024-04,20240407,Middle Income,Good,0,-0.05738891159445314,0,1.042014159884127,0,0,Low
7684,6606,2023-07-07,Transfer,9339.873797653558,Mortgage,Standard,Seville,37.3891,-5.9845,Branch,EUR,0.0,0.0,0.0,476,7730.49,High Income Segment,Exclusive Platinum Package,9339.873797653558,0.0,0.0,0,0,0,Normal,Normal,2023,7,Jul,Q3,2023-07,20230707,High Income,Low,0,-0.04884579594528693,0,0.992131530718885,0,0,Low
7685,7766,2024-04-28,Deposit,9492.966609531933,Credit Card,Platinum,Murcia,37.9847,-1.1287,ATM,EUR,29.62,0.0,0.0,405,2702.45,Low Income Segment,Financial Literacy Program Access,9492.966609531933,0.0,29.62,20,0,0,Normal,Low,2024,4,Apr,Q2,2024-04,20240428,Low Income,Low,0,-0.013344086394147192,0,1.001180453432765,0,0,Low
7686,1730,2024-08-23,Transfer,2464.19052920206,Credit Card,Student,Seville,37.3891,-5.9845,ATM,EUR,18.65,0.0,0.0,370,8217.65,High Income Segment,Exclusive Platinum Package,2464.19052920206,0.0,18.65,20,1,0,High Risk,High,2024,8,Aug,Q3,2024-08,20240823,High Income,Very Low,0,-0.03532176458411396,0,1.0170801869742068,0,3,Medium
7687,5890,2024-07-23,Deposit,5313.635313367835,Mortgage,Gold,Madrid,40.4168,-3.7038,Branch,EUR,0.0,0.0,0.0,700,1005.74,Low Income Segment,Financial Literacy Program Access,5313.635313367835,0.0,0.0,0,0,0,Normal,Normal,2024,7,Jul,Q3,2024-07,20240723,Low Income,Good,0,-0.0384555661022854,0,1.0084481419616318,0,0,Low
7688,2648,2025-04-13,Fee,11510.23922842087,Mortgage,Gold,Seville,37.3891,-5.9845,Mobile,EUR,0.0,0.0,0.0,770,2521.82,Low Income Segment,Financial Literacy Program Access,11510.23922842087,0.0,0.0,20,0,0,Normal,Low,2025,4,Apr,Q2,2025-04,20250413,Low Income,Good,0,-0.03218499880199155,0,1.0012241094032948,0,0,Low
7689,5228,2023-09-15,Card Payment,1704.067078840048,Savings Account,Platinum,Seville,37.3891,-5.9845,Mobile,EUR,0.0,0.0,0.0,772,9319.73,High Income Segment,Premium Investment Services,1704.067078840048,0.0,0.0,0,0,0,Normal,Normal,2023,9,Sep,Q3,2023-09,20230915,High Income,Good,0,-0.05282941680063147,0,0.9854596670842903,0,0,Low
7690,3130,2024-10-30,Transfer,3908.894679473373,Checking Account,Platinum,Valencia,39.4699,-0.3763,Online,EUR,0.0,0.0,0.0,374,8647.39,High Income Segment,Premium Investment Services,3908.894679473373,0.0,0.0,20,1,0,High Risk,High,2024,10,Oct,Q4,2024-10,20241030,High Income,Very Low,0,-0.054176012362500525,0,1.0142842804299956,0,3,Medium
7691,5366,2024-12-01,Fee,256.4213703225731,Savings Account,Platinum,Barcelona,41.3874,2.1686,Branch,EUR,0.0,0.0,0.0,339,2130.61,Low Income Segment,No-Fee Basic Account,256.4213703225731,0.0,0.0,20,1,0,High Risk,High,2024,12,Dec,Q4,2024-12,20241201,Low Income,Very Low,0,-0.036719659792414205,0,1.0027157003699172,0,3,Medium
7692,2506,2024-10-22,Withdrawal,5535.41767758178,Credit Card,Business,Zaragoza,41.6488,-0.8891,Branch,EUR,29.68,0.0,0.0,751,1353.29,Low Income Segment,Financial Literacy Program Access,5535.41767758178,0.0,29.68,0,0,0,Normal,Normal,2024,10,Oct,Q4,2024-10,20241022,Low Income,Good,0,-0.009158384388516905,0,0.9927398592966002,0,0,Low
7693,3158,2025-03-04,Card Payment,9344.59706877631,Mortgage,Platinum,Malaga,36.7213,-4.4214,Online,EUR,0.0,0.0,0.0,688,3818.14,Middle Income Segment,Mid-tier Savings Booster,9344.59706877631,0.0,0.0,0,0,0,Normal,Normal,2025,3,Mar,Q1,2025-03,20250304,Middle Income,Medium,0,-0.06077812017789064,0,1.0082598615436649,0,0,Low
7694,3916,2024-11-07,Fee,1037.043120197201,Loan,Business,Barcelona,41.3874,2.1686,ATM,EUR,0.0,29.9,0.0,659,5635.11,Middle Income Segment,Personal Loan Cashback Offer,1037.043120197201,0.0,29.9,0,0,0,Normal,Normal,2024,11,Nov,Q4,2024-11,20241107,Middle Income,Medium,0,-0.043988288471192294,0,1.0146696405072955,0,0,Low
7695,4229,2025-01-26,Loan Payment,2393.070771898104,Credit Card,Student,Murcia,37.9847,-1.1287,Branch,USD,19.98,0.0,8.36,646,8861.64,High Income Segment,Exclusive Platinum Package,2393.070771898104,8.36,19.98,0,0,1,Normal,Normal,2025,1,Jan,Q1,2025-01,20250126,High Income,Medium,0,-0.03661528002068526,0,1.0054663760262215,0,1,Low
7696,7265,2023-01-26,Transfer,4242.673526285223,Credit Card,Student,Malaga,36.7213,-4.4214,Online,EUR,0.01,0.0,0.0,410,1651.7,Low Income Segment,Financial Literacy Program Access,4242.673526285223,0.0,0.01,20,0,0,Normal,Low,2023,1,Jan,Q1,2023-01,20230126,Low Income,Low,0,-0.025594391901564317,0,1.02408608062962,0,0,Low
7697,5136,2024-01-18,Card Payment,6093.750608391127,Checking Account,Business,Seville,37.3891,-5.9845,Branch,EUR,0.0,0.0,0.0,552,8372.05,High Income Segment,Premium Investment Services,6093.750608391127,0.0,0.0,0,0,0,Normal,Normal,2024,1,Jan,Q1,2024-01,20240118,High Income,Medium,0,-0.06506148980475934,0,0.9883322377556526,0,0,Low
7698,3689,2023-05-04,Card Payment,112.9048129097485,Savings Account,Standard,Zaragoza,41.6488,-0.8891,Mobile,EUR,0.0,0.0,0.0,825,9029.94,High Income Segment,Premium Investment Services,112.9048129097485,0.0,0.0,0,0,0,Normal,Normal,2023,5,May,Q2,2023-05,20230504,High Income,Good,0,-0.03616826013998864,1,1.0751924782127338,1,1,Low
7699,8190,2023-08-16,Deposit,2589.044723334278,Checking Account,Standard,Murcia,37.9847,-1.1287,Mobile,EUR,0.0,0.0,0.0,683,2097.96,Low Income Segment,Financial Literacy Program Access,2589.044723334278,0.0,0.0,0,0,0,Normal,Normal,2023,8,Aug,Q3,2023-08,20230816,Low Income,Medium,0,-0.048544224242450085,0,0.9982637890770101,0,0,Low
7700,3810,2024-08-26,Fee,57.59223366877861,Credit Card,Student,Malaga,36.7213,-4.4214,Online,EUR,31.09,0.0,0.0,618,2820.86,Low Income Segment,Financial Literacy Program Access,57.59223366877861,0.0,31.09,0,0,0,Normal,Normal,2024,8,Aug,Q3,2024-08,20240826,Low Income,Medium,0,-0.022806853419405915,0,1.0045333303107078,0,0,Low
7701,7152,2025-01-15,Card Payment,7774.191369960673,Mortgage,Student,Barcelona,41.3874,2.1686,Online,EUR,0.0,0.0,0.0,807,7381.01,High Income Segment,Exclusive Platinum Package,7774.191369960673,0.0,0.0,0,0,0,Normal,Normal,2025,1,Jan,Q1,2025-01,20250115,High Income,Good,0,-0.03995450563463698,0,1.0020751194210973,0,0,Low
7702,1012,2023-04-08,Card Payment,6199.226286759153,Loan,Standard,Madrid,40.4168,-3.7038,Online,USD,0.0,42.5,0.0,493,9874.17,High Income Segment,Premium Investment Services,6199.226286759153,0.0,42.5,0,0,0,Normal,Normal,2023,4,Apr,Q2,2023-04,20230408,High Income,Low,0,-0.028921840807852872,0,0.9975847552881949,0,0,Low
7703,6938,2023-05-30,Transfer,5892.221559273756,Checking Account,Standard,Zaragoza,41.6488,-0.8891,Mobile,EUR,0.0,0.0,0.0,465,1279.25,Low Income Segment,Financial Literacy Program Access,5892.221559273756,0.0,0.0,0,0,0,Normal,Normal,2023,5,May,Q2,2023-05,20230530,Low Income,Low,0,-0.040416093289450505,0,0.9971696908391615,0,0,Low
7704,8999,2023-11-05,Deposit,48.08482009438105,Credit Card,Business,Murcia,37.9847,-1.1287,Branch,USD,21.92,0.0,0.0,794,9695.83,High Income Segment,Exclusive Platinum Package,48.08482009438105,0.0,21.92,0,0,0,Normal,Normal,2023,11,Nov,Q4,2023-11,20231105,High Income,Good,0,-0.011458651637566653,0,1.0308812413141453,0,0,Low
7705,8219,2024-01-03,Card Payment,3785.715585682271,Savings Account,Standard,Madrid,40.4168,-3.7038,Mobile,EUR,0.0,0.0,0.0,680,4437.51,Middle Income Segment,Mid-tier Savings Booster,3785.715585682271,0.0,0.0,0,0,0,Normal,Normal,2024,1,Jan,Q1,2024-01,20240103,Middle Income,Medium,0,-0.0772337625888711,0,0.9846361681793563,0,0,Low
7706,6328,2023-03-06,Card Payment,6950.553185423328,Checking Account,Gold,Barcelona,41.3874,2.1686,Branch,EUR,0.0,0.0,0.0,485,6729.75,Middle Income Segment,Mid-tier Savings Booster,6950.553185423328,0.0,0.0,0,0,0,Normal,Normal,2023,3,Mar,Q1,2023-03,20230306,Middle Income,Low,0,-0.07397490535867884,0,1.002609621518016,0,0,Low
7707,4621,2025-01-20,Transfer,3111.45759285657,Credit Card,Standard,Madrid,40.4168,-3.7038,Online,EUR,46.01,0.0,0.0,612,2426.54,Low Income Segment,Financial Literacy Program Access,3111.45759285657,0.0,46.01,0,0,0,Normal,Normal,2025,1,Jan,Q1,2025-01,20250120,Low Income,Medium,0,-0.004082063803551694,0,1.002589342307916,0,0,Low
7708,4683,2023-01-01,Transfer,1667.793882485743,Savings Account,Standard,Malaga,36.7213,-4.4214,Online,EUR,0.0,0.0,0.0,605,1245.8,Low Income Segment,No-Fee Basic Account,1667.793882485743,0.0,0.0,0,0,0,Normal,Normal,2023,1,Jan,Q1,2023-01,20230101,Low Income,Medium,0,-0.0352567518010366,0,0.9942614908722657,0,0,Low
7709,8872,2023-09-05,Loan Payment,10.31531491483808,Savings Account,Gold,Seville,37.3891,-5.9845,ATM,EUR,0.0,0.0,108.06,814,6769.09,Middle Income Segment,Mid-tier Savings Booster,10.31531491483808,108.06,0.0,0,0,1,Normal,Normal,2023,9,Sep,Q3,2023-09,20230905,Middle Income,Good,0,-0.008526109246595581,0,1.0351783289857008,0,1,Low
7710,6310,2024-09-07,Fee,5335.131295452864,Loan,Platinum,Barcelona,41.3874,2.1686,Mobile,EUR,0.0,35.98,0.0,571,7834.83,High Income Segment,Premium Investment Services,5335.131295452864,0.0,35.98,0,0,0,Normal,Normal,2024,9,Sep,Q3,2024-09,20240907,High Income,Medium,0,-0.04338841466518706,0,0.9891493335050756,0,0,Low
7711,1652,2023-03-02,Loan Payment,9139.619021976052,Mortgage,Gold,Valencia,39.4699,-0.3763,ATM,EUR,0.0,0.0,0.95,665,2023.62,Low Income Segment,Financial Literacy Program Access,9139.619021976052,0.95,0.0,0,0,1,Normal,Normal,2023,3,Mar,Q1,2023-03,20230302,Low Income,Medium,0,-0.04036420779810346,0,1.0215262892244645,0,1,Low
7712,6799,2024-06-09,Withdrawal,1534.320208436203,Loan,Student,Murcia,37.9847,-1.1287,Mobile,USD,0.0,89.35,0.0,370,7048.75,High Income Segment,Premium Investment Services,1534.320208436203,0.0,89.35,20,1,0,High Risk,High,2024,6,Jun,Q2,2024-06,20240609,High Income,Very Low,0,-0.010339313928768079,0,1.012105725104647,0,3,Medium
7713,9812,2023-06-12,Card Payment,3279.691527575124,Savings Account,Student,Murcia,37.9847,-1.1287,Mobile,EUR,0.0,0.0,0.0,458,1962.14,Low Income Segment,No-Fee Basic Account,3279.691527575124,0.0,0.0,0,0,0,Normal,Normal,2023,6,Jun,Q2,2023-06,20230612,Low Income,Low,0,-0.04455275738391351,0,0.9981005114282347,0,0,Low
7714,4790,2025-01-19,Transfer,2856.97293098881,Checking Account,Student,Malaga,36.7213,-4.4214,Mobile,EUR,0.0,0.0,0.0,617,2161.44,Low Income Segment,Financial Literacy Program Access,2856.97293098881,0.0,0.0,0,0,0,Normal,Normal,2025,1,Jan,Q1,2025-01,20250119,Low Income,Medium,0,-0.04845508654659092,0,0.9956812576126979,0,0,Low
7715,2645,2024-07-05,Fee,10032.48116317389,Mortgage,Platinum,Zaragoza,41.6488,-0.8891,Online,EUR,0.0,0.0,0.0,490,6048.75,Middle Income Segment,Mid-tier Savings Booster,10032.48116317389,0.0,0.0,20,0,0,Normal,Low,2024,7,Jul,Q3,2024-07,20240705,Middle Income,Low,0,-0.05977812151866052,0,0.9959249332094388,0,0,Low
7716,5512,2024-04-25,Withdrawal,1256.223791122974,Savings Account,Platinum,Malaga,36.7213,-4.4214,ATM,EUR,0.0,0.0,0.0,707,9944.14,High Income Segment,Premium Investment Services,1256.223791122974,0.0,0.0,0,0,0,Normal,Normal,2024,4,Apr,Q2,2024-04,20240425,High Income,Good,0,-0.03769796521900026,0,0.9970811647613916,0,0,Low
7717,5759,2025-04-19,Card Payment,11545.5222127069,Mortgage,Student,Seville,37.3891,-5.9845,ATM,EUR,0.0,0.0,0.0,429,5036.47,Middle Income Segment,Mid-tier Savings Booster,11545.5222127069,0.0,0.0,20,0,0,Normal,Low,2025,4,Apr,Q2,2025-04,20250419,Middle Income,Low,0,-0.07163954992666066,0,0.9949003947080157,0,0,Low
7718,6874,2024-03-21,Withdrawal,4283.420244403654,Checking Account,Standard,Seville,37.3891,-5.9845,Online,EUR,0.0,0.0,0.0,673,6092.92,Middle Income Segment,Mid-tier Savings Booster,4283.420244403654,0.0,0.0,0,0,0,Normal,Normal,2024,3,Mar,Q1,2024-03,20240321,Middle Income,Medium,0,-0.06666899583286712,0,0.9871307679730644,0,0,Low
7719,4688,2023-08-14,Loan Payment,5219.902616193568,Credit Card,Business,Seville,37.3891,-5.9845,Mobile,EUR,39.34,0.0,193.85,535,7219.88,High Income Segment,Exclusive Platinum Package,5219.902616193568,186.53019999999998,39.34,30,0,1,Normal,Low,2023,8,Aug,Q3,2023-08,20230814,High Income,Low,1,1.1575907003069652e-05,0,1.0181715130257676,1,3,Medium
7720,8689,2023-04-07,Withdrawal,4779.832611949,Credit Card,Business,Barcelona,41.3874,2.1686,Online,EUR,29.92,0.0,0.0,675,6517.33,Middle Income Segment,Gold Card with Travel Benefits,4779.832611949,0.0,29.92,0,0,0,Normal,Normal,2023,4,Apr,Q2,2023-04,20230407,Middle Income,Medium,0,-0.04415142388257043,0,0.9944356275655579,0,0,Low
7721,2379,2024-01-24,Deposit,4200.612715269505,Savings Account,Platinum,Valencia,39.4699,-0.3763,Online,EUR,0.0,0.0,0.0,659,8521.7,High Income Segment,Premium Investment Services,4200.612715269505,0.0,0.0,0,0,0,Normal,Normal,2024,1,Jan,Q1,2024-01,20240124,High Income,Medium,0,-0.05213434061920286,0,0.9918746044572758,0,0,Low
7722,5243,2024-04-25,Deposit,2766.878715309808,Savings Account,Platinum,Valencia,39.4699,-0.3763,Branch,EUR,0.0,0.0,0.0,351,8689.12,High Income Segment,Premium Investment Services,2766.878715309808,0.0,0.0,20,1,0,High Risk,High,2024,4,Apr,Q2,2024-04,20240425,High Income,Very Low,0,-0.0422953193534763,0,1.0177733632073795,0,3,Medium
7723,7507,2023-05-20,Deposit,1992.088290563431,Loan,Business,Valencia,39.4699,-0.3763,Online,EUR,0.0,96.39,0.0,489,1267.77,Low Income Segment,Financial Literacy Program Access,1992.088290563431,0.0,96.39,0,0,0,Normal,Normal,2023,5,May,Q2,2023-05,20230520,Low Income,Low,1,0.018471636915002865,0,1.052269129098346,1,1,Low
7724,8819,2024-12-18,Card Payment,3123.425480354598,Savings Account,Standard,Malaga,36.7213,-4.4214,ATM,EUR,0.0,0.0,0.0,558,9847.7,High Income Segment,Premium Investment Services,3123.425480354598,0.0,0.0,0,0,0,Normal,Normal,2024,12,Dec,Q4,2024-12,20241218,High Income,Medium,0,-0.04926919855350714,0,1.000173463645176,0,0,Low
7725,9593,2024-09-16,Withdrawal,5033.187577385261,Credit Card,Standard,Barcelona,41.3874,2.1686,ATM,EUR,5.75,0.0,0.0,840,9108.36,High Income Segment,Exclusive Platinum Package,5033.187577385261,0.0,5.75,0,0,0,Normal,Normal,2024,9,Sep,Q3,2024-09,20240916,High Income,Good,0,-0.032728444996311445,0,1.0473169671847944,0,0,Low
7726,3653,2024-06-13,Card Payment,683.3600225943527,Credit Card,Platinum,Madrid,40.4168,-3.7038,Online,USD,36.55,0.0,0.0,647,5225.86,Middle Income Segment,Gold Card with Travel Benefits,683.3600225943527,0.0,36.55,0,0,0,Normal,Normal,2024,6,Jun,Q2,2024-06,20240613,Middle Income,Medium,0,-0.03783931084765235,0,1.008977168232102,0,0,Low
7727,6611,2024-02-09,Card Payment,7220.140494656166,Loan,Standard,Seville,37.3891,-5.9845,Online,USD,0.0,98.58,0.0,584,5613.14,Middle Income Segment,Personal Loan Cashback Offer,7220.140494656166,0.0,98.58,0,0,0,Normal,Normal,2024,2,Feb,Q1,2024-02,20240209,Middle Income,Medium,0,-0.01877340695649643,0,1.0064885079789578,0,0,Low
7728,7127,2025-04-25,Transfer,626.2107370906373,Checking Account,Business,Murcia,37.9847,-1.1287,ATM,EUR,0.0,0.0,0.0,328,7128.55,High Income Segment,Premium Investment Services,626.2107370906373,0.0,0.0,20,1,0,High Risk,High,2025,4,Apr,Q2,2025-04,20250425,High Income,Very Low,0,-0.035783969284306494,0,1.047914232142499,0,3,Medium
7729,4923,2025-01-16,Fee,10804.02824607066,Mortgage,Platinum,Seville,37.3891,-5.9845,Online,EUR,0.0,0.0,0.0,559,8955.32,High Income Segment,Exclusive Platinum Package,10804.02824607066,0.0,0.0,20,0,0,Normal,Low,2025,1,Jan,Q1,2025-01,20250116,High Income,Medium,0,-0.04867007930215789,0,0.9901581421582908,0,0,Low
7730,9459,2023-09-18,Deposit,6407.977186564582,Credit Card,Gold,Murcia,37.9847,-1.1287,ATM,EUR,40.08,0.0,0.0,646,3457.78,Middle Income Segment,Gold Card with Travel Benefits,6407.977186564582,0.0,40.08,0,0,0,Normal,Normal,2023,9,Sep,Q3,2023-09,20230918,Middle Income,Medium,0,-0.04014698626208013,0,0.9859625265311278,0,0,Low
7731,6912,2025-04-27,Deposit,7357.023720450344,Mortgage,Platinum,Madrid,40.4168,-3.7038,ATM,USD,0.0,0.0,0.0,343,6883.6,Middle Income Segment,Mid-tier Savings Booster,7357.023720450344,0.0,0.0,20,1,0,High Risk,High,2025,4,Apr,Q2,2025-04,20250427,Middle Income,Very Low,0,-0.06121058047428807,0,1.0012857176480923,0,3,Medium
7732,6130,2024-05-24,Deposit,3736.238985759505,Savings Account,Student,Zaragoza,41.6488,-0.8891,ATM,EUR,0.0,0.0,0.0,442,6464.56,Middle Income Segment,Mid-tier Savings Booster,3736.238985759505,0.0,0.0,20,0,0,Normal,Low,2024,5,May,Q2,2024-05,20240524,Middle Income,Low,0,-0.06074316443045369,0,1.0155350716089564,0,0,Low
7733,6439,2024-07-03,Loan Payment,1403.950273965259,Savings Account,Standard,Barcelona,41.3874,2.1686,Mobile,EUR,0.0,0.0,1.01,388,1244.86,Low Income Segment,No-Fee Basic Account,1403.950273965259,1.01,0.0,20,1,1,High Risk,High,2024,7,Jul,Q3,2024-07,20240703,Low Income,Very Low,0,-0.033612520673727664,0,1.0252988268581102,0,4,High
7734,8880,2023-05-20,Loan Payment,3485.507443680631,Checking Account,Standard,Valencia,39.4699,-0.3763,Branch,EUR,0.0,0.0,125.97,821,4504.95,Middle Income Segment,Mid-tier Savings Booster,3485.507443680631,125.97,0.0,0,0,1,Normal,Normal,2023,5,May,Q2,2023-05,20230520,Middle Income,Good,0,-0.035671155096780205,0,0.9983845901888302,0,1,Low
7735,7449,2024-02-03,Deposit,242.4662176041713,Mortgage,Business,Barcelona,41.3874,2.1686,ATM,EUR,0.0,0.0,0.0,463,3342.94,Middle Income Segment,Mid-tier Savings Booster,242.4662176041713,0.0,0.0,0,0,0,Normal,Normal,2024,2,Feb,Q1,2024-02,20240203,Middle Income,Low,0,-0.06271191463468595,0,1.0272536496948255,0,0,Low
7736,2725,2023-01-09,Deposit,9666.897502721169,Credit Card,Platinum,Zaragoza,41.6488,-0.8891,ATM,EUR,36.35,0.0,0.0,667,1773.16,Low Income Segment,Financial Literacy Program Access,9666.897502721169,0.0,36.35,0,0,0,Normal,Normal,2023,1,Jan,Q1,2023-01,20230109,Low Income,Medium,0,-0.012825744549591067,0,0.9913584654409114,0,0,Low
7737,8522,2025-04-27,Card Payment,710.1936302894985,Loan,Business,Malaga,36.7213,-4.4214,Online,USD,0.0,8.96,0.0,455,8929.78,High Income Segment,Premium Investment Services,710.1936302894985,0.0,8.96,0,0,0,Normal,Normal,2025,4,Apr,Q2,2025-04,20250427,High Income,Low,0,-0.03876177398461911,1,1.0655022270618035,1,1,Low
7738,5784,2024-11-16,Loan Payment,1030.468649667034,Credit Card,Platinum,Madrid,40.4168,-3.7038,Branch,EUR,44.54,0.0,46.58,685,9718.01,High Income Segment,Exclusive Platinum Package,1030.468649667034,46.58,44.54,0,0,1,Normal,Normal,2024,11,Nov,Q4,2024-11,20241116,High Income,Medium,0,-0.004459144790568859,1,1.0809845576297823,1,2,Medium
7739,2232,2024-04-29,Fee,7381.280772146994,Mortgage,Platinum,Bilbao,43.263,-2.935,ATM,EUR,0.0,0.0,0.0,598,9473.75,High Income Segment,Exclusive Platinum Package,7381.280772146994,0.0,0.0,0,0,0,Normal,Normal,2024,4,Apr,Q2,2024-04,20240429,High Income,Medium,0,-0.045772889669157824,0,0.9934858934041813,0,0,Low
7740,9808,2025-03-15,Transfer,5610.218000113428,Mortgage,Gold,Bilbao,43.263,-2.935,ATM,EUR,0.0,0.0,0.0,519,2472.87,Low Income Segment,Financial Literacy Program Access,5610.218000113428,0.0,0.0,0,0,0,Normal,Normal,2025,3,Mar,Q1,2025-03,20250315,Low Income,Low,0,-0.04442267280291268,0,0.995896342939219,0,0,Low
7741,9338,2023-02-22,Fee,5211.627645119555,Credit Card,Standard,Madrid,40.4168,-3.7038,Mobile,EUR,5.78,0.0,0.0,393,6182.93,Middle Income Segment,Gold Card with Travel Benefits,5211.627645119555,0.0,5.78,20,1,0,High Risk,High,2023,2,Feb,Q1,2023-02,20230222,Middle Income,Very Low,0,-0.05708928494744625,0,1.043057982343999,0,3,Medium
7742,8446,2024-06-14,Card Payment,8169.098394455817,Credit Card,Student,Madrid,40.4168,-3.7038,Branch,EUR,31.39,0.0,0.0,492,8662.58,High Income Segment,Exclusive Platinum Package,8169.098394455817,0.0,31.39,0,0,0,Normal,Normal,2024,6,Jun,Q2,2024-06,20240614,High Income,Low,0,-0.029726367342783444,0,1.0014010728450633,0,0,Low
7743,5616,2023-06-16,Transfer,1243.469479583428,Checking Account,Student,Valencia,39.4699,-0.3763,Online,EUR,0.0,0.0,0.0,745,7744.73,High Income Segment,Premium Investment Services,1243.469479583428,0.0,0.0,0,0,0,Normal,Normal,2023,6,Jun,Q2,2023-06,20230616,High Income,Good,0,-0.04982874312376612,0,1.0020917468620982,0,0,Low
7744,5725,2024-07-23,Withdrawal,3191.821804393408,Savings Account,Standard,Seville,37.3891,-5.9845,Branch,EUR,0.0,0.0,0.0,327,2374.9,Low Income Segment,No-Fee Basic Account,3191.821804393408,0.0,0.0,20,1,0,High Risk,High,2024,7,Jul,Q3,2024-07,20240723,Low Income,Very Low,0,-0.02851998223744523,0,1.0025856491499145,0,3,Medium
